Order Date,Order Time,Restaurant ID,Order ID,Quantities Ordered,Cancellation Mode,Reason of Rejection
2023-07-03,12:51:22 PM,1284,289716227,1,Order cancelled through app,Customer Refusal
2023-07-03,12:41:53 PM,1390,289707642,1,Order cancelled through app,Customer Refusal
2023-07-03,12:51:01 PM,1387,289715898,1,Cancelled by Restaurant,Item Unavailable
2023-07-03,1:00:05 PM,1002,289725234,1,Order cancelled through app,Customer Refusal
2023-07-03,1:04:40 PM,1002,289730837,1,Order cancelled through app,Customer Refusal
2023-07-03,12:59:51 PM,1302,289724976,1,Order cancelled through app,Customer Refusal
2023-07-03,1:11:46 PM,1200,289741141,1,Order cancelled through app,Customer Refusal
2023-07-03,1:11:31 PM,1117,289740709,1,Cancelled by Restaurant,Stock Shortage
2023-07-03,1:13:18 PM,1002,289743500,1,Order cancelled through app,Customer Refusal
2023-07-03,1:12:54 PM,1104,289742855,1,Cancelled by Restaurant,Customer Refusal
2023-07-03,1:12:28 PM,1002,289742185,1,Order cancelled through app,Customer Refusal
2023-07-03,1:20:54 PM,1074,289754701,2,Order cancelled through app,Customer Refusal
2023-07-03,1:23:11 PM,1129,289758155,1,Order cancelled through app,Customer Refusal
2023-07-03,1:23:54 PM,1002,289759254,1,Order cancelled through app,Customer Refusal
2023-07-03,1:25:05 PM,1094,289760940,1,Order cancelled through app,Customer Refusal
2023-07-03,1:28:44 PM,1302,289765996,1,Order cancelled through app,Customer Refusal
2023-07-03,1:23:16 PM,1002,289758296,1,Order cancelled through app,Customer Refusal
2023-07-03,1:43:08 PM,1002,289784892,1,Order cancelled through app,Customer Refusal
2023-07-03,1:50:37 PM,1145,289793738,1,Order cancelled through app,Customer Refusal
2023-07-03,1:54:16 PM,1285,289797475,1,Order cancelled through app,Customer Refusal
2023-07-03,1:56:59 PM,1135,289800144,5,Cancelled by Restaurant,Stock Shortage
2023-07-03,2:00:23 PM,1212,289803393,3,Order cancelled through app,Customer Refusal
2023-07-03,2:08:12 PM,1002,289810354,1,Order cancelled through app,Customer Refusal
2023-07-03,2:08:32 PM,1002,289810597,1,Cancelled by Restaurant,Customer Refusal
2023-07-03,2:11:36 PM,1145,289813118,1,Order cancelled through app,Customer Refusal
2023-07-03,2:09:11 PM,1145,289811133,1,Order cancelled through app,Customer Refusal
2023-07-03,2:15:49 PM,1145,289816261,1,Order cancelled through app,Customer Refusal
2023-07-03,2:34:26 PM,1129,289827055,1,Order cancelled through app,Customer Refusal
2023-07-03,2:38:56 PM,1301,289829189,2,Order cancelled through app,Customer Refusal
2023-07-03,2:58:18 PM,1002,289836702,1,Order cancelled through app,Customer Refusal
2023-07-03,3:17:18 PM,1302,289842309,2,Order cancelled through app,Customer Refusal
2023-07-03,3:19:07 PM,1302,289842857,1,Order cancelled through app,Customer Refusal
2023-07-03,3:49:48 PM,1302,289851146,2,Order cancelled through app,Customer Refusal
2023-07-03,3:49:51 PM,1302,289851165,1,Order cancelled through app,Customer Refusal
2023-07-03,3:53:15 PM,1302,289852176,2,Order cancelled through app,Customer Refusal
2023-07-03,3:51:43 PM,1302,289851725,2,Order cancelled through app,Customer Refusal
2023-07-03,12:50:33 PM,1282,289715457,1,Cancelled by Restaurant,Item Unavailable
2023-07-03,4:37:18 PM,1135,289870469,1,Cancelled by Restaurant,Item Unavailable
2023-07-03,4:37:54 PM,1074,289870790,1,Order cancelled through app,Customer Refusal
2023-07-03,4:39:36 PM,1094,289871697,1,Order cancelled through app,Customer Refusal
2023-07-03,4:56:24 PM,1007,289880177,1,Cancelled by Restaurant,Item Unavailable
2023-07-03,4:57:49 PM,1084,289880851,1,Cancelled by Restaurant,Stock Shortage
2023-07-03,4:58:45 PM,1305,289881344,2,Cancelled by Restaurant,High Demand at the Restaurant
2023-07-03,5:01:31 PM,1091,289882714,3,Cancelled by Restaurant,High Demand at the Restaurant
2023-07-03,5:14:13 PM,1084,289889444,2,Order cancelled through app,Customer Refusal
2023-07-03,5:19:26 PM,1117,289892263,3,Order cancelled through app,Customer Refusal
2023-07-03,5:30:03 PM,1129,289897692,1,Order cancelled through app,Customer Refusal
2023-07-03,6:07:17 PM,1282,289914273,1,Order cancelled through app,Customer Refusal
2023-07-03,6:08:28 PM,1302,289914757,2,Order cancelled through app,Customer Refusal
2023-07-03,6:10:08 PM,1129,289915397,2,Cancelled by Restaurant,High Demand at the Restaurant
2023-07-03,6:47:07 PM,1084,289926964,4,Order cancelled through app,Customer Refusal
2023-07-03,6:54:55 PM,1135,289928893,2,Cancelled by Restaurant,Stock Shortage
2023-07-03,7:16:50 PM,1302,289938723,1,Cancelled by Restaurant,Stock Shortage
2023-07-03,7:22:06 PM,1282,289941070,2,Order cancelled through app,Customer Refusal
2023-07-03,7:25:17 PM,1135,289942222,1,Cancelled by Restaurant,Item Unavailable
2023-07-03,7:27:34 PM,1302,289942988,4,Order cancelled through app,Customer Refusal
2023-07-03,7:27:30 PM,1094,289942969,1,Order cancelled through app,Customer Refusal
2023-07-03,7:53:52 PM,1301,289949137,1,Order cancelled through app,Customer Refusal
2023-07-03,8:43:52 PM,1129,289958702,2,Order cancelled through app,Customer Refusal
2023-07-03,9:13:26 PM,1308,289964139,1,Order cancelled through app,Customer Refusal
2023-07-03,9:42:36 PM,1200,289968203,1,Order cancelled through app,Customer Refusal
2023-07-03,9:53:55 PM,1302,289969607,3,Order cancelled through app,Customer Refusal
2023-07-03,10:13:49 PM,1129,289971744,3,Order cancelled through app,Customer Refusal
2023-07-03,11:49:32 PM,1129,289977470,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,4:27:51 AM,1282,289994478,1,Order cancelled through app,Customer Refusal
2023-07-04,5:19:50 AM,1200,289994829,1,Order cancelled through app,Customer Refusal
2023-07-04,8:06:24 AM,1395,290002433,1,Order cancelled through app,Customer Refusal
2023-07-04,7:11:18 AM,1145,289998492,1,Order cancelled through app,Customer Refusal
2023-07-04,8:26:40 AM,1002,290007274,1,Order cancelled through app,Customer Refusal
2023-07-04,8:52:02 AM,1002,290015879,1,Order cancelled through app,Customer Refusal
2023-07-04,9:08:28 AM,1104,290022631,2,Cancelled by Restaurant,Customer Refusal
2023-07-04,8:56:31 AM,1205,290017629,1,Order cancelled through app,Customer Refusal
2023-07-04,8:49:46 AM,1117,290015019,2,Order cancelled through app,Customer Refusal
2023-07-04,9:20:03 AM,1002,290027875,1,Order cancelled through app,Customer Refusal
2023-07-04,9:33:24 AM,1302,290034306,1,Order cancelled through app,Customer Refusal
2023-07-04,9:31:47 AM,1205,290033467,1,Order cancelled through app,Customer Refusal
2023-07-04,9:26:24 AM,1002,290030957,1,Order cancelled through app,Customer Refusal
2023-07-04,10:14:35 AM,1117,290052987,1,Order cancelled through app,Customer Refusal
2023-07-04,10:27:06 AM,1282,290057794,1,Order cancelled through app,Customer Refusal
2023-07-04,9:48:23 AM,1002,290041640,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,10:56:03 AM,1284,290067749,2,Order cancelled through app,Customer Refusal
2023-07-04,11:22:37 AM,1282,290077482,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,11:35:56 AM,1135,290081594,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,12:05:56 PM,1214,290091679,1,Order cancelled through app,Customer Refusal
2023-07-04,12:20:23 PM,1214,290098343,1,Order cancelled through app,Customer Refusal
2023-07-04,12:27:36 PM,1002,290101824,1,Order cancelled through app,Customer Refusal
2023-07-04,12:29:25 PM,1200,290102804,1,Order cancelled through app,Customer Refusal
2023-07-04,12:34:15 PM,1002,290106210,1,Order cancelled through app,Customer Refusal
2023-07-04,12:37:04 PM,1002,290108669,1,Order cancelled through app,Customer Refusal
2023-07-04,12:38:58 PM,1117,290110471,1,Order cancelled through app,Customer Refusal
2023-07-04,12:44:38 PM,1002,290116314,1,Order cancelled through app,Customer Refusal
2023-07-04,12:52:09 PM,1002,290124902,1,Order cancelled through app,Customer Refusal
2023-07-04,1:01:01 PM,1094,290136937,1,Order cancelled through app,Customer Refusal
2023-07-04,1:04:35 PM,1002,290142529,1,Order cancelled through app,Customer Refusal
2023-07-04,1:05:53 PM,1002,290144682,1,Order cancelled through app,Customer Refusal
2023-07-04,1:06:27 PM,1002,290145722,1,Order cancelled through app,Customer Refusal
2023-07-04,1:06:21 PM,1002,290145553,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,1:09:14 PM,1162,290150833,1,Order cancelled through app,Customer Refusal
2023-07-04,1:08:23 PM,1002,290149317,1,Order cancelled through app,Customer Refusal
2023-07-04,9:27:02 AM,1284,290031246,1,Order cancelled through app,Customer Refusal
2023-07-04,1:07:17 PM,1002,290147274,1,Order cancelled through app,Customer Refusal
2023-07-04,1:14:54 PM,1302,290161584,1,Order cancelled through app,Customer Refusal
2023-07-04,1:15:40 PM,1002,290163059,2,Order cancelled through app,Customer Refusal
2023-07-04,1:18:03 PM,1002,290167512,1,Order cancelled through app,Customer Refusal
2023-07-04,1:18:49 PM,1387,290168872,1,Order cancelled through app,Customer Refusal
2023-07-04,1:18:13 PM,1378,290167829,1,Cancelled by Restaurant,Item Unavailable
2023-07-04,1:17:24 PM,1124,290166322,1,Order cancelled through app,Customer Refusal
2023-07-04,1:19:44 PM,1346,290170559,1,Order cancelled through app,Customer Refusal
2023-07-04,1:24:54 PM,1002,290179687,1,Order cancelled through app,Customer Refusal
2023-07-04,1:26:19 PM,1002,290182073,1,Order cancelled through app,Customer Refusal
2023-07-04,1:26:30 PM,1002,290182356,1,Order cancelled through app,Customer Refusal
2023-07-04,1:30:48 PM,1145,290189574,1,Order cancelled through app,Customer Refusal
2023-07-04,1:30:11 PM,1302,290188552,1,Order cancelled through app,Customer Refusal
2023-07-04,1:31:38 PM,1084,290190911,1,Order cancelled through app,Customer Refusal
2023-07-04,1:33:15 PM,1302,290193409,2,Order cancelled through app,Customer Refusal
2023-07-04,1:31:40 PM,1129,290190982,2,Order cancelled through app,Customer Refusal
2023-07-04,1:46:33 PM,1002,290213586,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,1:43:42 PM,1200,290209425,1,Order cancelled through app,Customer Refusal
2023-07-04,1:45:48 PM,1302,290212512,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,1:48:27 PM,1002,290216229,1,Order cancelled through app,Customer Refusal
2023-07-04,1:45:26 PM,1302,290211996,1,Order cancelled through app,Customer Refusal
2023-07-04,2:01:50 PM,1002,290232659,1,Order cancelled through app,Customer Refusal
2023-07-04,1:16:51 PM,1129,290165297,1,Order cancelled through app,Customer Refusal
2023-07-04,1:58:36 PM,1074,290228971,1,Order cancelled through app,Customer Refusal
2023-07-04,1:40:22 PM,1084,290204525,3,Order cancelled through app,Customer Refusal
2023-07-04,2:16:54 PM,1302,290248457,1,Order cancelled through app,Customer Refusal
2023-07-04,2:24:02 PM,1212,290254045,1,Order cancelled through app,Customer Refusal
2023-07-04,2:26:26 PM,1117,290255791,1,Order cancelled through app,Customer Refusal
2023-07-04,2:33:57 PM,1302,290260392,1,Order cancelled through app,Customer Refusal
2023-07-04,2:01:02 PM,1302,290231742,1,Order cancelled through app,Customer Refusal
2023-07-04,2:38:35 PM,1463,290263076,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,2:30:38 PM,1002,290258375,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,2:05:54 PM,1084,290237260,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,2:51:46 PM,1145,290269458,1,Order cancelled through app,Customer Refusal
2023-07-04,2:56:36 PM,1308,290271415,3,Cancelled by Restaurant,Item Unavailable
2023-07-04,2:25:18 PM,1282,290254927,1,Order cancelled through app,Customer Refusal
2023-07-04,2:17:20 PM,1002,290248844,1,Order cancelled through app,Customer Refusal
2023-07-04,3:09:35 PM,1135,290276045,2,Cancelled by Restaurant,High Demand at the Restaurant
2023-07-04,11:18:42 AM,1302,290076191,2,Order cancelled through app,Customer Refusal
2023-07-04,3:46:09 PM,1276,290287997,2,Order cancelled through app,Customer Refusal
2023-07-04,3:45:13 PM,1135,290287664,1,Order cancelled through app,Customer Refusal
2023-07-04,3:51:15 PM,1007,290289770,1,Cancelled by Restaurant,Item Unavailable
2023-07-04,4:06:04 PM,1200,290295636,1,Order cancelled through app,Customer Refusal
2023-07-04,4:08:32 PM,1002,290296922,1,Order cancelled through app,Customer Refusal
2023-07-04,4:10:38 PM,1117,290298088,1,Order cancelled through app,Customer Refusal
2023-07-04,4:18:00 PM,1378,290302104,4,Cancelled by Restaurant,Item Unavailable
2023-07-04,1:23:42 PM,1002,290177597,1,Order cancelled through app,Customer Refusal
2023-07-04,4:32:08 PM,1104,290309891,2,Cancelled by Restaurant,Customer Refusal
2023-07-04,4:39:41 PM,1129,290314419,1,Order cancelled through app,Customer Refusal
2023-07-04,4:40:22 PM,1295,290314845,1,Cancelled by Restaurant,Item Unavailable
2023-07-04,4:36:07 PM,1074,290312185,3,Order cancelled through app,Customer Refusal
2023-07-04,4:42:19 PM,1002,290316132,3,Order cancelled through app,Customer Refusal
2023-07-04,4:43:00 PM,1094,290316551,1,Order cancelled through app,Customer Refusal
2023-07-04,4:45:06 PM,1301,290317918,1,Order cancelled through app,Customer Refusal
2023-07-04,4:44:42 PM,1002,290317698,1,Order cancelled through app,Customer Refusal
2023-07-04,5:08:27 PM,1284,290332316,1,Order cancelled through app,Customer Refusal
2023-07-04,5:23:35 PM,1006,290341924,1,Order cancelled through app,Customer Refusal
2023-07-04,5:33:12 PM,1214,290347568,1,Order cancelled through app,Customer Refusal
2023-07-04,5:33:18 PM,1302,290347633,1,Order cancelled through app,Customer Refusal
2023-07-04,5:39:08 PM,1007,290350993,1,Cancelled by Restaurant,Item Unavailable
2023-07-04,5:26:35 PM,1091,290343695,2,Cancelled by Restaurant,Customer Refusal
2023-07-04,5:44:08 PM,1302,290353806,1,Order cancelled through app,Customer Refusal
2023-07-04,5:47:57 PM,1007,290355849,1,Cancelled by Restaurant,Item Unavailable
2023-07-04,5:47:18 PM,1145,290355524,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,1:22:47 PM,1302,290175983,1,Order cancelled through app,Customer Refusal
2023-07-04,1:11:28 PM,1002,290155134,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,6:01:30 PM,1135,290362593,2,Cancelled by Restaurant,Stock Shortage
2023-07-04,6:03:27 PM,1308,290363413,1,Order cancelled through app,Customer Refusal
2023-07-04,6:01:39 PM,1129,290362655,1,Order cancelled through app,Customer Refusal
2023-07-04,6:26:37 PM,1074,290372701,2,Order cancelled through app,Customer Refusal
2023-07-04,6:37:57 PM,1091,290376304,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,6:24:09 PM,1200,290371798,1,Order cancelled through app,Customer Refusal
2023-07-04,6:44:52 PM,1002,290378375,4,Order cancelled through app,Customer Refusal
2023-07-04,6:51:27 PM,1411,290380160,4,Cancelled by Restaurant,Closed Premises
2023-07-04,7:45:07 PM,1002,290395101,2,Order cancelled through app,Customer Refusal
2023-07-04,7:46:00 PM,1074,290395262,1,Order cancelled through app,Customer Refusal
2023-07-04,7:40:35 PM,1074,290394016,2,Order cancelled through app,Customer Refusal
2023-07-04,7:53:52 PM,1303,290396811,1,Cancelled by Restaurant,Stock Shortage
2023-07-04,8:05:15 PM,1302,290398873,1,Order cancelled through app,Customer Refusal
2023-07-04,8:11:55 PM,1200,290400348,1,Order cancelled through app,Customer Refusal
2023-07-04,8:18:22 PM,1302,290401637,1,Order cancelled through app,Customer Refusal
2023-07-04,8:17:11 PM,1145,290401423,1,Order cancelled through app,Customer Refusal
2023-07-04,9:27:48 PM,1145,290414628,1,Order cancelled through app,Customer Refusal
2023-07-04,9:11:50 PM,1303,290412020,1,Cancelled by Restaurant,Customer Refusal
2023-07-04,10:40:59 PM,1305,290420771,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,1:23:44 AM,1145,290433995,1,Order cancelled through app,Customer Refusal
2023-07-05,8:02:51 AM,1302,290447763,1,Order cancelled through app,Customer Refusal
2023-07-05,8:14:52 AM,1129,290450303,1,Order cancelled through app,Customer Refusal
2023-07-05,8:18:36 AM,1117,290451232,2,Order cancelled through app,Customer Refusal
2023-07-05,8:16:49 AM,1302,290450789,1,Order cancelled through app,Customer Refusal
2023-07-05,8:21:38 AM,1390,290452002,1,Order cancelled through app,Customer Refusal
2023-07-05,8:29:13 AM,1200,290454142,1,Order cancelled through app,Customer Refusal
2023-07-05,8:35:39 AM,1284,290456324,1,Order cancelled through app,Customer Refusal
2023-07-05,8:43:34 AM,1129,290459203,1,Order cancelled through app,Customer Refusal
2023-07-05,8:45:01 AM,1395,290459750,1,Order cancelled through app,Customer Refusal
2023-07-05,8:46:42 AM,1002,290460395,1,Order cancelled through app,Customer Refusal
2023-07-05,9:05:40 AM,1129,290468396,1,Order cancelled through app,Customer Refusal
2023-07-05,9:07:54 AM,1450,290469437,3,Order cancelled through app,Customer Refusal
2023-07-05,9:10:20 AM,1002,290470546,1,Order cancelled through app,Customer Refusal
2023-07-05,9:10:47 AM,1214,290470784,1,Order cancelled through app,Customer Refusal
2023-07-05,9:36:04 AM,1135,290483283,1,Order cancelled through app,Customer Refusal
2023-07-05,9:12:38 AM,1002,290471746,1,Order cancelled through app,Customer Refusal
2023-07-05,10:29:32 AM,1129,290507350,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,10:29:05 AM,1006,290507182,1,Order cancelled through app,Customer Refusal
2023-07-05,9:49:41 AM,1002,290490219,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,9:47:32 AM,1002,290489151,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,9:54:22 AM,1002,290492524,1,Cancelled by Restaurant,Item Unavailable
2023-07-05,9:52:36 AM,1002,290491672,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,10:28:55 AM,1002,290507122,1,Order cancelled through app,Customer Refusal
2023-07-05,10:43:15 AM,1200,290512268,1,Order cancelled through app,Customer Refusal
2023-07-05,10:41:59 AM,1074,290511778,1,Order cancelled through app,Customer Refusal
2023-07-05,10:56:59 AM,1106,290517041,2,Cancelled by Restaurant,High Demand at the Restaurant
2023-07-05,11:44:12 AM,1129,290533425,1,Cancelled by Restaurant,Item Unavailable
2023-07-05,11:47:49 AM,1074,290534710,1,Order cancelled through app,Customer Refusal
2023-07-05,12:03:51 PM,1129,290540314,1,Order cancelled through app,Customer Refusal
2023-07-05,12:21:37 PM,1305,290548623,1,Cancelled by Restaurant,Item Unavailable
2023-07-05,12:22:12 PM,1377,290548900,1,Order cancelled through app,Customer Refusal
2023-07-05,12:01:39 PM,1006,290539268,1,Order cancelled through app,Customer Refusal
2023-07-05,12:23:22 PM,1006,290549580,1,Order cancelled through app,Customer Refusal
2023-07-05,12:18:03 PM,1002,290546757,1,Order cancelled through app,Customer Refusal
2023-07-05,12:28:11 PM,1002,290552523,1,Order cancelled through app,Customer Refusal
2023-07-05,12:33:28 PM,1378,290556590,1,Cancelled by Restaurant,Item Unavailable
2023-07-05,12:20:48 PM,1002,290548207,1,Order cancelled through app,Customer Refusal
2023-07-05,12:33:36 PM,1135,290556702,1,Order cancelled through app,Customer Refusal
2023-07-05,12:38:10 PM,1104,290561462,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,12:41:03 PM,1002,290564665,1,Order cancelled through app,Customer Refusal
2023-07-05,12:41:27 PM,1302,290565061,2,Order cancelled through app,Customer Refusal
2023-07-05,12:52:19 PM,1002,290577894,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,12:55:37 PM,1284,290582262,1,Order cancelled through app,Customer Refusal
2023-07-05,12:57:21 PM,1002,290584664,1,Order cancelled through app,Customer Refusal
2023-07-05,12:59:12 PM,1002,290587202,1,Order cancelled through app,Customer Refusal
2023-07-05,1:00:40 PM,1387,290589387,1,Order cancelled through app,Customer Refusal
2023-07-05,1:06:04 PM,1282,290598345,1,Order cancelled through app,Customer Refusal
2023-07-05,1:06:56 PM,1002,290599899,1,Order cancelled through app,Customer Refusal
2023-07-05,1:05:52 PM,1282,290598013,1,Order cancelled through app,Customer Refusal
2023-07-05,1:07:55 PM,1002,290601747,2,Order cancelled through app,Customer Refusal
2023-07-05,1:08:36 PM,1002,290602930,1,Cancelled by Restaurant,Customer Refusal
2023-07-05,1:17:20 PM,1002,290619585,1,Order cancelled through app,Customer Refusal
2023-07-05,1:07:32 PM,1284,290600994,1,Order cancelled through app,Customer Refusal
2023-07-05,1:19:39 PM,1002,290623996,1,Order cancelled through app,Customer Refusal
2023-07-05,1:18:48 PM,1276,290622358,2,Order cancelled through app,Customer Refusal
2023-07-05,1:19:42 PM,1002,290624088,1,Order cancelled through app,Customer Refusal
2023-07-05,1:17:59 PM,1302,290620831,1,Order cancelled through app,Customer Refusal
2023-07-05,9:30:04 AM,1284,290480265,1,Order cancelled through app,Customer Refusal
2023-07-05,1:01:51 PM,1432,290591184,2,Order cancelled through app,Customer Refusal
2023-07-05,1:20:45 PM,1302,290625888,5,Order cancelled through app,Customer Refusal
2023-07-05,1:26:28 PM,1002,290636344,1,Order cancelled through app,Customer Refusal
2023-07-05,1:21:06 PM,1129,290626545,1,Order cancelled through app,Customer Refusal
2023-07-05,12:25:35 PM,1162,290550812,1,Order cancelled through app,Customer Refusal
2023-07-05,1:16:52 PM,1302,290618654,1,Order cancelled through app,Customer Refusal
2023-07-05,1:28:27 PM,1002,290639633,1,Order cancelled through app,Customer Refusal
2023-07-05,1:26:51 PM,1285,290636998,1,Order cancelled through app,Customer Refusal
2023-07-05,1:28:10 PM,1129,290639142,1,Order cancelled through app,Customer Refusal
2023-07-05,1:29:07 PM,1302,290640769,2,Order cancelled through app,Customer Refusal
2023-07-05,1:35:30 PM,1346,290651593,1,Order cancelled through app,Customer Refusal
2023-07-05,1:28:19 PM,1215,290639396,1,Order cancelled through app,Customer Refusal
2023-07-05,1:35:31 PM,1074,290651618,1,Order cancelled through app,Customer Refusal
2023-07-05,1:34:15 PM,1117,290649596,2,Order cancelled through app,Customer Refusal
2023-07-05,1:38:27 PM,1302,290656514,1,Order cancelled through app,Customer Refusal
2023-07-05,1:40:55 PM,1129,290660465,1,Order cancelled through app,Customer Refusal
2023-07-05,1:01:39 PM,1129,290590899,1,Order cancelled through app,Customer Refusal
2023-07-05,1:43:57 PM,1302,290665243,1,Order cancelled through app,Customer Refusal
2023-07-05,1:45:47 PM,1129,290667966,4,Order cancelled through app,Customer Refusal
2023-07-05,1:46:21 PM,1215,290668878,1,Order cancelled through app,Customer Refusal
2023-07-05,1:47:52 PM,1074,290671078,1,Order cancelled through app,Customer Refusal
2023-07-05,1:28:54 PM,1302,290640373,1,Order cancelled through app,Customer Refusal
2023-07-05,1:49:36 PM,1302,290673592,1,Order cancelled through app,Customer Refusal
2023-07-05,1:54:50 PM,1282,290680867,2,Order cancelled through app,Customer Refusal
2023-07-05,1:54:51 PM,1117,290680886,1,Order cancelled through app,Customer Refusal
2023-07-05,1:40:48 PM,1463,290660264,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,1:56:55 PM,1282,290683593,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,1:56:24 PM,1145,290682968,1,Order cancelled through app,Customer Refusal
2023-07-05,2:01:20 PM,1074,290689264,1,Order cancelled through app,Customer Refusal
2023-07-05,2:03:16 PM,1145,290691653,1,Order cancelled through app,Customer Refusal
2023-07-05,2:05:25 PM,1124,290694176,2,Order cancelled through app,Customer Refusal
2023-07-05,2:07:45 PM,1117,290696892,1,Order cancelled through app,Customer Refusal
2023-07-05,2:07:14 PM,1302,290696277,1,Order cancelled through app,Customer Refusal
2023-07-05,2:09:00 PM,1215,290698322,1,Order cancelled through app,Customer Refusal
2023-07-05,1:58:25 PM,1091,290685561,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,2:10:03 PM,1145,290699483,1,Order cancelled through app,Customer Refusal
2023-07-05,2:08:47 PM,1117,290698093,1,Order cancelled through app,Customer Refusal
2023-07-05,1:56:19 PM,1145,290682829,1,Order cancelled through app,Customer Refusal
2023-07-05,2:18:11 PM,1302,290707613,1,Order cancelled through app,Customer Refusal
2023-07-05,2:21:41 PM,1002,290710541,1,Order cancelled through app,Customer Refusal
2023-07-05,2:22:20 PM,1084,290711053,1,Order cancelled through app,Customer Refusal
2023-07-05,2:28:49 PM,1229,290715922,1,Cancelled by Restaurant,Item Unavailable
2023-07-05,2:25:50 PM,1291,290713759,1,Order cancelled through app,Customer Refusal
2023-07-05,2:35:27 PM,1002,290720177,1,Order cancelled through app,Customer Refusal
2023-07-05,2:36:27 PM,1285,290720755,1,Order cancelled through app,Customer Refusal
2023-07-05,3:00:13 PM,1129,290732297,1,Order cancelled through app,Customer Refusal
2023-07-05,3:09:01 PM,1084,290735395,1,Cancelled by Restaurant,Stock Shortage
2023-07-05,3:12:20 PM,1002,290736577,7,Order cancelled through app,Customer Refusal
2023-07-05,3:17:10 PM,1282,290738371,1,Order cancelled through app,Customer Refusal
2023-07-05,3:28:09 PM,1129,290742123,2,Order cancelled through app,Customer Refusal
